143361	Filifactor alocis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/895/GCA_000163895.2_ASM16389v2
385025	Cycloclasticus sp. P1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/965/GCA_000299965.1_ASM29996v1
7	Azorhizobium caulinodans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/525/GCA_000010525.1_ASM1052v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/237/295/GCA_005237295.1_ASM523729v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/083/845/GCA_005083845.1_ASM508384v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/082/585/GCA_005082585.1_ASM508258v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/082/145/GCA_005082145.1_ASM508214v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/081/445/GCA_005081445.1_ASM508144v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/080/965/GCA_005080965.1_ASM508096v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/080/865/GCA_005080865.1_ASM508086v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/080/705/GCA_005080705.1_ASM508070v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/671/935/GCA_003671935.1_ASM367193v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/099/975/GCA_003099975.1_ASM309997v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/055/GCA_003096055.1_ASM309605v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/128/725/GCA_900128725.1_BCifornacula_v1.0
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/128/735/GCA_900128735.1_BCiconfinis_v1.0
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/128/595/GCA_900128595.1_BCipseudotaxifoliae_v1.0
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/895/GCA_001700895.1_ASM170089v1
9	Buchnera aphidicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/115/GCA_001648115.1_ASM164811v1
