YP_192954.1	iYO844.BSU05860	39.5	294	164	6	7	292	2	289	2.8e-51	201.1
YP_192982.1	iJN678.nrtC	36.3	204	117	3	25	228	25	215	2.5e-24	111.3
YP_192982.1	iPC815.YPO2846	35.2	213	120	7	21	230	17	214	7.4e-24	109.8
YP_192982.1	iPC815.YPO0520	33.8	204	123	4	30	233	11	202	8.2e-23	106.3
YP_192982.1	iETEC_1333.ETEC_0195	31.5	232	141	6	5	231	2	220	1.4e-22	105.5
YP_192982.1	iEcE24377_1341.EcE24377A_0206	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECS88_1305.ECS88_0211	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECSP_1301.ECSP_0198	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECED1_1282.ECED1_0206	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iEcolC_1368.EcolC_3460	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iLF82_1304.LF82_1328	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECO103_1326.ECO103_0199	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECABU_c1320.ECABU_c02150	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECs_1301.ECs0201	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECIAI1_1343.ECIAI1_0201	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iEcSMS35_1347.EcSMS35_0211	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iEcHS_1320.EcHS_A0203	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iS_1188.S0192	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iB21_1397.B21_00197	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECO26_1355.ECO26_0204	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iNRG857_1313.NRG857_01020	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECNA114_1301.ECNA114_0190	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECUMN_1333.ECUMN_0197	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iWFL_1372.ECW_m0196	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iUMN146_1321.UM146_23805	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192982.1	iECP_1309.ECP_0209	31.5	232	141	6	5	231	2	220	2.4e-22	104.8
YP_192987.1	iECABU_c1320.ECABU_c08630	30.5	282	157	5	7	270	4	264	2.7e-32	137.9
YP_192987.1	iEcolC_1368.EcolC_2822	30.5	282	157	5	7	270	4	264	2.7e-32	137.9
YP_192987.1	ic_1306.c0907	30.5	282	157	5	7	270	4	264	2.7e-32	137.9
YP_192987.1	iECOK1_1307.ECOK1_0824	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iUTI89_1310.UTI89_C0825	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iUMN146_1321.UM146_13540	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iECS88_1305.ECS88_0839	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iSBO_1134.SBO_0712	30.1	282	158	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iECP_1309.ECP_0835	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iECSF_1327.ECSF_0746	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iECED1_1282.ECED1_0786	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iSbBS512_1146.SbBS512_E2526	30.1	282	158	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iECNA114_1301.ECNA114_0764	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iE2348C_1286.E2348C_0773	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iAPECO1_1312.APECO1_1271	30.5	282	157	5	7	270	4	264	4.6e-32	137.1
YP_192987.1	iNRG857_1313.NRG857_03685	30.5	282	157	5	7	270	4	264	6.1e-32	136.7
YP_192987.1	iLF82_1304.LF82_2649	30.5	282	157	5	7	270	4	264	6.1e-32	136.7
YP_192987.1	iECB_1328.ECB_00789	30.1	282	158	5	7	270	4	264	1.0e-31	136.0
YP_192987.1	iEC042_1314.EC042_0911	30.1	282	158	5	7	270	4	264	1.0e-31	136.0
YP_192987.1	iEcDH1_1363.EcDH1_2820	30.1	282	158	5	7	270	4	264	1.0e-31	136.0
YP_192987.1	iECBD_1354.ECBD_2801	30.1	282	158	5	7	270	4	264	1.0e-31	136.0
YP_192987.1	iECDH1ME8569_1439.ECDH1ME8569_0775	30.1	282	158	5	7	270	4	264	1.0e-31	136.0
YP_192987.1	iB21_1397.B21_00806	30.1	282	158	5	7	270	4	264	1.0e-31	136.0
YP_192987.1	iECDH10B_1368.ECDH10B_0891	30.1	282	158	5	7	270	4	264	1.0e-31	136.0
YP_192987.1	iUMNK88_1353.UMNK88_862	30.1	282	158	5	7	270	4	264	1.0e-31	136.0
YP_192990.1	iSB619.SA_RS13445	38.0	324	198	3	13	334	1	323	4.7e-61	233.8
YP_192990.1	iPC815.YPO2329	36.6	333	204	4	15	344	2	330	1.0e-52	206.1
YP_192990.1	iSBO_1134.SBO_1686	34.2	322	211	1	15	336	2	322	5.4e-49	193.7
YP_192990.1	iRC1080.CRv4_Au5_s7_g13927_t1	38.9	298	170	4	40	328	7	301	9.1e-49	193.0
YP_192990.1	iUMNK88_1353.UMNK88_1787	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iECDH10B_1368.ECDH10B_1505	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iETEC_1333.ETEC_1455	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iEcDH1_1363.EcDH1_2265	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iECDH1ME8569_1439.ECDH1ME8569_1325	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iECIAI39_1322.ECIAI39_1705	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iY75_1357.Y75_RS07260	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iBWG_1329.BWG_1209	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	e_coli_core.b1380	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iAF1260.b1380	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iJO1366.b1380	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iJR904.b1380	33.9	322	212	1	15	336	2	322	1.6e-48	192.2
YP_192990.1	iECO103_1326.ECO103_1516	33.9	322	212	1	15	336	2	322	2.0e-48	191.8
YP_192990.1	iEC55989_1330.EC55989_1516	33.9	322	212	1	15	336	2	322	2.0e-48	191.8
YP_192990.1	iEKO11_1354.EKO11_2433	33.9	322	212	1	15	336	2	322	2.0e-48	191.8
YP_192990.1	iZ_1308.Z2329	33.9	322	212	1	15	336	2	322	2.0e-48	191.8
YP_192990.1	iEcolC_1368.EcolC_2275	33.9	322	212	1	15	336	2	322	2.0e-48	191.8
YP_192990.1	iECB_1328.ECB_01352	33.9	322	212	1	15	336	2	322	2.0e-48	191.8
YP_192990.1	iECH74115_1262.ECH74115_2002	33.9	322	212	1	15	336	2	322	2.0e-48	191.8
YP_192990.1	iS_1188.S1459	33.9	322	212	1	15	336	2	322	2.0e-48	191.8
YP_192990.1	iECNA114_1301.ECNA114_1544	33.9	322	212	1	15	336	2	322	2.0e-48	191.8
YP_192992.1	iZ_1308.Z2216	35.3	467	300	2	11	476	4	469	3.6e-80	297.7
YP_192992.1	iECSP_1301.ECSP_1977	35.3	467	300	2	11	476	4	469	3.6e-80	297.7
YP_192992.1	iECs_1301.ECs2097	35.3	467	300	2	11	476	4	469	3.6e-80	297.7
YP_192992.1	iECH74115_1262.ECH74115_2105	35.3	467	300	2	11	476	4	469	3.6e-80	297.7
YP_192992.1	iECUMN_1333.ECUMN_1746	35.3	462	297	2	16	476	9	469	4.7e-80	297.4
YP_192992.1	iEC042_1314.EC042_1624	35.3	462	297	2	16	476	9	469	4.7e-80	297.4
YP_192992.1	iSF_1195.SF1735	35.3	462	297	2	16	476	9	469	6.2e-80	297.0
YP_192992.1	iB21_1397.B21_01463	35.3	462	297	2	16	476	9	469	6.2e-80	297.0
YP_192992.1	iWFL_1372.ECW_m1620	35.3	462	297	2	16	476	9	469	6.2e-80	297.0
YP_192992.1	iEcolC_1368.EcolC_2165	35.3	462	297	2	16	476	9	469	6.2e-80	297.0
YP_192992.1	iECIAI1_1343.ECIAI1_1502	35.3	462	297	2	16	476	9	469	6.2e-80	297.0
YP_192992.1	iUMNK88_1353.UMNK88_1897	35.3	462	297	2	16	476	9	469	6.2e-80	297.0
YP_192992.1	iUMN146_1321.UM146_09600	35.3	462	297	2	16	476	9	469	6.2e-80	297.0
YP_192992.1	iNRG857_1313.NRG857_07370	35.3	462	297	2	16	476	9	469	6.2e-80	297.0
YP_192992.1	iECO26_1355.ECO26_2090	35.3	462	297	2	16	476	9	469	6.2e-80	297.0
